commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type
JX1990V,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX1990W,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2010,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2010A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2020,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2030,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2040,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2050,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2060,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2090,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2090AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2210,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2240,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2240A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2250,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2305,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2305A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2305B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2310,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2310C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2310D,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2310E,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2310F,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2320,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2320A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2330,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2330A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2340,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2350,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2350A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2350B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2355,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2410,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2420,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2430,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2510,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2510E,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2510G,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2510H,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2520,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2520A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2520B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2530,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2530A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2530B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2530BB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2530BC,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2540,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2590,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2590A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2610,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2610A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2620,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2620B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2640,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2805,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2805A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2805AB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2805B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2810,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2815,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2815AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2815AB,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2815B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2815C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2825,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2825A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2835,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2835A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2835B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2840,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2840A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2850,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2895,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2910,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2910B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2910C,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2910D,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2915,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2915A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2920,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2925,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2930,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2940,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2990,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2990AA,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX2995,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3010,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3010A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3020,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3030,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3040,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3110,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3130,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3405,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3412,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3413,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3414,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3415,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3416,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3417,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3419,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3431,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3433,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3438,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3439,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3441,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3442,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3443,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3445,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3450,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3455,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3456,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3460,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3465,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3510,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3540,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3590,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3610A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3610AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3615,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3625,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3630,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3650,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3655,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3660,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3695,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3710,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3720,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3730,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3740,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3750,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3750B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3770,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3805,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3810,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3815,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3820,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3825,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3825A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3825B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3830,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3830A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3895,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3920,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3930,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3930A,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX3940,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3950,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3950A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3960,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3960A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX3990,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4010,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4110,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4110A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4110B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4110BB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4120,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4120A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4120B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4130,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4130A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4210A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4210B,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX4210C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4210D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4240,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4310,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4310A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4310AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4310AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4320,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4320A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4320B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4320C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4320D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4330,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4410,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4410A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4420,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4430,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4460,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4510,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4520,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4520AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4530,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4530A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4530AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4540,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4620,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4630,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4710,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4720,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4730,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4810,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4820,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4820AB,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4930,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4931,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX4940,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5110,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5120,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5130,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5133,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5136,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5220,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5280,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5325,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5330,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5335,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5340,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5360,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5410,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5430,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5430B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5430C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5440,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5445,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5450,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5520,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5620,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5640A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5660,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5670,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5680,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5805,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5805A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5805B,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5805BA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5810,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5811,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5815,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5821,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5825,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5826,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5830,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5831,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5835,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5836,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5840,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5841,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5845,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5845A,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5855,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5860,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5865,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5895,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,Services
JX5905,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5910,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5915,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5925,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5930,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5935,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5945,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5950,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5960,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5962,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5963,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5965,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5975,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5985,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5990,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5995,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,Services
JX5998,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX5999,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6020,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6030,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6070,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6100,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6100A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6105,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6110,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6115,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6115A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6115G,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6120,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6125,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6130,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6130B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6135,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6145,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6210,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6230,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6250,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6300,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6310,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6320,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6340,NO*,NO*,NO*,NO*,NO*,NO*,NO,NO,NO,YES,Services
JX6350,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6350A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6350AA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6350D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6515,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6515A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6520,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6525,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6530,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6530D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6530E,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6532,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6545,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6605,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6610,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6625,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6630,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6635,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6635C,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6635D,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6636,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6640,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6645,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6650,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6655,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6655A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6660,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6665,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6670,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6670A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6675,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6675A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6675B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6680,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6680A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6685,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6685A,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6685B,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6695,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6710,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6720,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6730,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6740,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6750,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
JX6760,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Services
