,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
4316,N7025400,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4317,N7025401,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4318,N7025405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4319,N7025410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4320,N7025411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4321,N7025415,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4322,N7025421,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4323,N7025430,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4324,N7025497,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4325,N7025501,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4326,N7030,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4327,N7030100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4328,N7030150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4329,N7030161,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4330,N7030165,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4331,N7030175,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4332,N7030205,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4333,N7030250,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4334,N7030310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4335,N7030315,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4336,N7030355,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4337,N7030398,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4338,N7030405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4339,N7030425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4340,N7030500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4341,N7030515,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4342,N7030525,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4343,N7030535,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4344,N7030610,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4345,N7030615,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4346,N7030635,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4347,N7030640,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4348,N7030645,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4349,N7030AA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4350,N7030AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4351,N7030ACA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4352,N7030ACB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4353,N7030ACC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4354,N7030ACE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4355,N7030ACF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4356,N7030ACG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4357,N7030ACJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4358,N7030AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4359,N7030AEA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4360,N7030AEB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4361,N7030AEC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4362,N7030AED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4363,N7030AEE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4364,N7030AG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4365,N7030AGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4366,N7030AGB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4367,N7030AGC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4368,N7030AGD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4369,N7030AGE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4370,N7030AJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4371,N7030AJA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4372,N7030AJB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4373,N7030AJC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4374,N7030AJD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4375,N7035,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4376,N7035190,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4377,N7042,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4378,N7045,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4379,N7045126,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4380,N7045127,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4381,N7050,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4382,N7105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4383,N7105B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4384,N7105BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4385,N7105E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4386,N7105F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4387,N7105FC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4388,N7105G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4389,N7105JCA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4390,N7110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4391,N7110A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4392,N7110B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4393,N7110C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4394,N7110CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4395,N7110CCA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4396,N7110CCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4397,N7110CCJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4398,N7110CCK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4399,N7110CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4400,N7110CDB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4401,N7110CDC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4402,N7110CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4403,N7110CF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4404,N7110D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4405,N7110E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4406,N7110G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4407,N7110GA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4408,N7110GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4409,N7110GC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4410,N7110GD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4411,N7110GE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4412,N7110GF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4413,N7110GFA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4414,N7110GFB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4415,N7110J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4416,N7110JA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4417,N7110JC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4418,N7110JD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4419,N7110JE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4420,N7110JF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4421,N7110L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4422,N7110LC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4423,N7110LE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4424,N7110LFA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4425,N7110LFB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4426,N7110M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4427,N7110PA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4428,N7110R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4429,N7110U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4430,N7110V,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4431,N7110VB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4432,N7110VC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4433,N7110VCA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4434,N7110VE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4435,N7110VEA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4436,N7110WA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4437,N7110WBB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4438,N7110WG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4439,N7125,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4440,N7125B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4441,N7125BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4442,N7125D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4443,N7125H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4444,N7125HA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4445,N7125HC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4446,N7125K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4447,N7125KB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4448,N7125KC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4449,N7125KD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4450,N7125KF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4451,N7125KH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4452,N7125MA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4453,N7125MB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4454,N7195,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4455,N7195B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4456,N7195D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4457,N7195DA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4458,N7195E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4459,N7195F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4460,N7195FE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4461,N7195FEB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4462,N7195FEC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4463,N7195G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4464,N7195GA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4465,N7195GD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4466,N7195J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4467,N7195L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4468,N7195LA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4469,N7195LE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4470,N7195NJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4471,N7195Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4472,N7195SD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4473,N7195TA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4474,N7195U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4475,N7210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4476,N7210JD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4477,N7210JG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4478,N7210MC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4479,N7210P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4480,N7210PB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4481,N7210QB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4482,N7210T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4483,N7210TA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4484,N7210TAA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4485,N7220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4486,N7220DC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4487,N7220DD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4488,N7230,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4489,N7230A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4490,N7230B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4491,N7230E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4492,N7240,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4493,N7240F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4494,N7240H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4495,N7290,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4496,N7290J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4497,N7310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4498,N7310Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4499,N7320,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4500,N7320N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4501,N7330,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4502,N7340,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4503,N7350,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4504,N7360,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4505,N7420,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4506,N7430,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4507,N7435,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4508,N7450BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4509,N7460,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4510,N7490,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4511,N7490K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4512,N7490KA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4513,N7490P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4514,N7490QBE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4515,N7490QC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4516,N7490QE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4517,N7490R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4518,N7490T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4519,N7490WA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4520,N7490WD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4521,N7510,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4522,N7520,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4523,N7520WE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4524,N7530,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4525,N7530G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4526,N7530MB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4527,N7530MW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4528,N7530X,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4529,N7540,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4530,N7610,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4531,N7610D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4532,N7630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4533,N7640,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4534,N7641,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4535,N7642,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4536,N7643,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4537,N7644,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4538,N7650,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4539,N7660,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4540,N7690,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4541,N7700,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4542,N7710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4543,N7720,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4544,N7730,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4545,N7735,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4546,N7740,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4547,N7810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4548,N7810B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4549,N7810C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4550,N7810X,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4551,N7820,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4552,N7830,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4553,N7830A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4554,N7830B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4555,N7830C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4556,N7830E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4557,N7830H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4558,N7830J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4559,N7830K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4560,N7910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4561,N7920,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
