,commodity_code,NAFTA,CCFTA,CCoFTA,CHFTA,CPaFTA,CPFTA,CKFTA,WTO-AGP,CETA,CPTPP,Type,CUFTA
4070,N6680K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4071,N6680N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4072,N6680P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4073,N6685,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4074,N6685A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4075,N6685C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4076,N6685CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4077,N6685CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4078,N6685EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4079,N6685F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4080,N6685G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4081,N6685J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4082,N6685JD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4083,N6685L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4084,N6685M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4085,N6685MF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4086,N6685MG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4087,N6685MH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4088,N6685N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4089,N6685NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4090,N6685NB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4091,N6685P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4092,N6685Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4093,N6685R,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4094,N6685T,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4095,N6695,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4096,N6695A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4097,N6695B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4098,N6695BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4099,N6695BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4100,N6695E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4101,N6695F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4102,N6695G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4103,N6695J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4104,N6695K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4105,N6695L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4106,N6710,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4107,N6710A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4108,N6710AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4109,N6710C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4110,N6720,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4111,N6720100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4112,N6720A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4113,N6720B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4114,N6720C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4115,N6720E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4116,N6720H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4117,N6720S,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4118,N6730,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4119,N6730103,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4120,N6730301,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4121,N6730400,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4122,N6730401,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4123,N6730402,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4124,N6730403,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4125,N6730404,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4126,N6730A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4127,N6730B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4128,N6730BB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4129,N6730BBA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4130,N6730BC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4131,N6730BM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4132,N6730C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4133,N6740,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4134,N6740C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4135,N6740E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4136,N6740EE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4137,N6740G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4138,N6740J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4139,N6740N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4140,N6740NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4141,N6740NC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4142,N6740Q,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4143,N6750,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4144,N6750A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4145,N6750C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4146,N6750CC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4147,N6750CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4148,N6750CF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4149,N6750DDB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4150,N6750E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4151,N6750EE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4152,N6750WA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4153,N6760,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4154,N6760100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4155,N6760A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4156,N6760B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4157,N6760BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4158,N6760C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4159,N6760CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4160,N6760CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4161,N6760CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4162,N6760E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4163,N6760EB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4164,N6760EC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4165,N6760ED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4166,N6760G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4167,N6760K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4168,N6770,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4169,N6780,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4170,N6810,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4171,N6810AB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4172,N6810AC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4173,N6810AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4174,N6810ADA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4175,N6810ADB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4176,N6810AEC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4177,N6810AED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4178,N6810AF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4179,N6810AFA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4180,N6810AFB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4181,N6810AFC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4182,N6810AG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4183,N6810AH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4184,N6810AHA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4185,N6810AK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4186,N6810AM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4187,N6810AN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4188,N6810AT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4189,N6810AW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4190,N6810AXA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4191,N6810AY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4192,N6810AYB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4193,N6810AYC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4194,N6810AYD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4195,N6810AYE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4196,N6810AZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4197,N6810B00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4198,N6810B10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4199,N6810B20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4200,N6810BE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4201,N6810BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4202,N6810BFA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4203,N6810BFB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4204,N6810C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4205,N6810CA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4206,N6810CB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4207,N6810CC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4208,N6810CD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4209,N6810CE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4210,N6810E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4211,N6810F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4212,N6810J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4213,N6820,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4214,N6830,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4215,N6830A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4216,N6830B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4217,N6830C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4218,N6830D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4219,N6830D00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4220,N6830F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4221,N6830G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4222,N6830H,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4223,N6830J,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4224,N6830K,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4225,N6830L,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4226,N6830M,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4227,N6830MA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4228,N6830P,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4229,N6840,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4230,N6840BF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4231,N6840F,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4232,N6850,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4233,N6850AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4234,N6850BA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4235,N6850BAA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4236,N6850BAB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4237,N6850BAF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4238,N6850BAJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4239,N6850BAM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4240,N6850BAW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4241,N6850BAY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4242,N6850BBA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4243,N6850BBC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4244,N6850BBE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4245,N6850BBG,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4246,N6850BBR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4247,N6850BBT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4248,N6850BCB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4249,N6850BCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4250,N6850LA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4251,N6850N,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4252,N6910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4253,N6910B,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4254,N6910D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4255,N6910FGE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4256,N6920,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4257,N6920300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4258,N6920999,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4259,N6920AD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4260,N6920D,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4261,N6930,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4262,N6930100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4263,N6930101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4264,N6930AE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4265,N6940,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4266,N7010,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4267,N7010102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4268,N7010120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4269,N7010124,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4270,N7010126,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4271,N7010127,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4272,N7010130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4273,N7010132,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4274,N7010200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4275,N7010210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4276,N7010220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4277,N7010230,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4278,N7010300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4279,N7010310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4280,N7010997,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4281,N7020,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4282,N7020100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4283,N7021,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4284,N7021112,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4285,N7021114,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4286,N7021120,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4287,N7021130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4288,N7021197,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4289,N7022,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4290,N7022100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4291,N7025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4292,N7025050,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4293,N7025060,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4294,N7025090,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4295,N7025095,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4296,N7025099,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4297,N7025101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4298,N7025102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4299,N7025104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4300,N7025105,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4301,N7025108,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4302,N7025112,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4303,N7025115,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4304,N7025130,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4305,N7025134,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4306,N7025150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4307,N7025162,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4308,N7025194,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4309,N7025197,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4310,N7025200,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4311,N7025210,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4312,N7025225,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4313,N7025230,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4314,N7025310,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
4315,N7025311,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Goods,Yes
